title,company,location,salary_min,salary_max,salary_midpoint,years_experience,level,skills,source,posted_date
"Senior/Lead Platform Engineer (Databricks, MLops, AWS)",GoTymeX,Ho Chi Minh,0.0,0.0,0.0,0,Entry,"AWS, CI/CD, SQL, Python, Mlops, Databricks",ITviec,
Senior Data Engineer - Financial Crime,GoTymeX,Ho Chi Minh,0.0,0.0,0.0,0,Entry,"Databricks, Spark, Snowflake, SQL, Python, AWS, Data Engineering",ITviec,
Senior Data Scientist – ID2649,VPBank,Ha Noi,0.0,0.0,0.0,0,Entry,"Data Science, AI, Google Cloud, Azure, AWS, Python",ITviec,
Middle/Senior Java Engineer,NAB Innovation Centre Vietnam,Ho Chi Minh,0.0,0.0,0.0,0,Entry,"Java, AWS, Spring Boot, Microservices, Cloud, Spring",ITviec,
Lead Java Engineer,NAB Innovation Centre Vietnam,Ho Chi Minh,0.0,0.0,0.0,0,Entry,"Java, AWS, Spring, Spring Boot, Microservices, English",ITviec,
Solution Designer,NAB Innovation Centre Vietnam,Ho Chi Minh,0.0,0.0,0.0,0,Entry,"Software Architecture, React, Java, Microservices, Node.js, .NET",ITviec,
Senior Manager (Japanese Speaking),ITviec Recruitment Consulting,Ha Noi,0.0,0.0,0.0,0,Entry,"Project Management, Agile, Japanese It Communication, Japanese, Software Architecture, Lean Project Management",ITviec,
Security Engineer,Opes Insurance,Ha Noi,0.0,0.0,0.0,0,Entry,"Cybersecurity, Vmware, Firewall, Incident Response, Iso 27001, Security",ITviec,
Senior Digital Forensics & Incident Response (DFIR),MB Bank,Ha Noi,0.0,0.0,0.0,0,Entry,"Digital Forensics, Siem, Cloud Security, Malware Analysis, Incident Response",ITviec,
Senior Business Model Validation Analyst (BI),MB Bank,Ha Noi,0.0,0.0,0.0,0,Entry,"Data Analysis, Python, Power BI, Statistical Analysis, Big Data, Business Intelligence",ITviec,
[Young Talent] Data Science & Risk Modeling Spealist,MB Bank,Ha Noi,0.0,0.0,0.0,0,Entry,"Data Analysis, Risk Management, Tableau, Python, SQL, Power BI, Data Science",ITviec,
IT Governance Risk Compliance (GRC),EVF,Ha Noi,0.0,0.0,0.0,0,Entry,"Governance, Risk & Compliance, It Governance, Data Privacy / Compliance, Risk Management, Data Analysis",ITviec,
Senior System Integration Engineer (Linux/Security),SAVIS Vietnam,Ha Noi,0.0,0.0,0.0,0,Entry,"Linux, Kubernetes, Api, SQL, Security, System Admin",ITviec,
Expert Information Security,One Mount Group,Ha Noi,0.0,0.0,0.0,0,Entry,"Security, Information Security, Cloud",ITviec,
System & Network Engineer,SAVIS Vietnam,Ha Noi,0.0,0.0,0.0,0,Entry,"System Admin, Networking, AWS, Cisco, Vmware, Linux",ITviec,
Project Manager (SI),SAVIS Vietnam,Ha Noi,0.0,0.0,0.0,0,Entry,"Project Management, Agile, QA QC, Software Architecture, .NET, SQL",ITviec,
Senior Fabric Developer,KeyTechX,Others,0.0,0.0,0.0,0,Entry,"Python, Software Architecture, English, DevOps, SQL, Azure",ITviec,
Senior Machine Learning Engineer,KeyTechX,Ho Chi Minh - Others,0.0,0.0,0.0,0,Entry,"Machine Learning, Python, AI, Azure, AWS, DevOps",ITviec,
Software Engineer for CAD/3D Data,ITviec Recruitment Consulting,Ho Chi Minh - Ha Noi,0.0,0.0,0.0,0,Entry,"Data Analysis, Docker, AI, Autocad, DevOps, Data Science",ITviec,
Senior SCCM/Intune Specialist,Renesas Design Vietnam,Ho Chi Minh,0.0,0.0,0.0,0,Entry,"It Support, System Admin, Microservices, English",ITviec,
Senior Microsoft Intune Engineer,Renesas Design Vietnam,Ho Chi Minh,0.0,0.0,0.0,0,Entry,"It Support, System Admin, Microservices, English",ITviec,
"AWS Solution Architecture (Cloud, System Architecture)",CoderPush,Ha Noi - Ho Chi Minh,0.0,0.0,0.0,0,Entry,"Solution Architecture, System Architecture, Cloud, AWS, Event-Driven Architecture, Microservices Architecture",ITviec,
Senior Information Technology Service Manager,One Mount Group,Ha Noi,0.0,0.0,0.0,0,Entry,"Servicenow, Gcp, Azure, AWS, Cloud, It Support",ITviec,
CV/CVCC Phát triển hệ thống Quản trị tài chính - K.CNTT,PVcomBank,Ha Noi,0.0,0.0,0.0,0,Entry,"Pl/Sql, Business Analysis, Business Intelligence, Agile",ITviec,
"CVCC Quản trị dữ liệu (Data Governance, SQL, R )-K.CNTT",PVcomBank,Ha Noi,0.0,0.0,0.0,0,Entry,"Python, Data Lineage, Data Quality Tools, Database, Pl/Sql, SQL",ITviec,
"Software QA Engineer (Remote, English)",VCAPTECH,Ho Chi Minh,0.0,0.0,0.0,0,Entry,"Automation Test, Python, English, Azure",ITviec,
Manager Quality Assurance,CÔNG TY TNHH THIẾT KẾ HỆ THỐNG CORSAIR,Ho Chi Minh,0.0,0.0,0.0,0,Entry,"QA QC, TypeScript, Python, English, Team Management, Tester",ITviec,
Data Engineer - VIC,Viettel Group,Ha Noi,0.0,0.0,0.0,0,Entry,"Data Engineer, Hadoop, Spark, SQL, Data Engineering",ITviec,
"Middle/Senior WinForms Developer (.Net, C#)",AEGONA,Ho Chi Minh,0.0,0.0,0.0,0,Entry,"Winforms, Git, Oop, Microsoft Sql Server, .NET, C#",ITviec,
Fullstack Java Developer (Good At English),LG CNS Việt Nam,Ha Noi,0.0,0.0,0.0,0,Entry,"Java, Html5, JavaScript, Spring Boot, Spring, English",ITviec,
Senior Azure DevOps Engineer,SSTech,Ho Chi Minh,0.0,0.0,0.0,0,Entry,"Azure, English, Docker, Terraform, DevOps, CI/CD",ITviec,
Senior Database Administrator (Oracle/PostgreSQL),NAB Innovation Centre Vietnam,Ho Chi Minh,0.0,0.0,0.0,0,Entry,"Dba, System Admin, Postgresql, Database, Cloud, Oracle",ITviec,
"Senior Officer, Data Engineer- TechcomLife",Techcombank,Ha Noi,0.0,0.0,0.0,0,Entry,"Data Engineer, Agile, SQL, Microservices, Scala, Big Data, Data Engineering",ITviec,
"Expert, Site Reliability Engineering - TechcomLife",Techcombank,Ha Noi,0.0,0.0,0.0,0,Entry,"DevOps, Cloud, System Admin, Incident Response, Risk Management",ITviec,
Senior Business Analyst (Biz focus),NAB Innovation Centre Vietnam,Ho Chi Minh,0.0,0.0,0.0,0,Entry,"Business Analysis, Agile, English",ITviec,
"Software Engineer, Android",Timo,Ho Chi Minh,0.0,0.0,0.0,0,Entry,"English, Kotlinx.Coroutines, Kotlin, Android",ITviec,
"Senior Software Engineer, Android",Timo,Ho Chi Minh,0.0,0.0,0.0,0,Entry,"English, Kotlinx.Coroutines, Kotlin, Android",ITviec,
Business Analyst (Tiếng Trung)-Khối Công nghệ thông tin,MB Bank,Ha Noi,0.0,0.0,0.0,0,Entry,"Business Analysis, Project Management, Agile, Chinese",ITviec,
Senior AI Engineer (Computer Vision/NLP/LLM),MB Bank,Ha Noi,0.0,0.0,0.0,0,Entry,"AI, Llm, Machine Learning, Computer Vision, NLP, Python",ITviec,
"Senior AI Expert (Machine Learning, Deep Learning, LLM)",MB Bank,Ha Noi,0.0,0.0,0.0,0,Entry,"AI, Llm, Deep Learning, Machine Learning, Computer Vision, NLP",ITviec,
AI Expert (Computer Vision/NLP/LLM),MB Bank,Ha Noi,0.0,0.0,0.0,0,Entry,"AI, Llm, Deep Learning, Machine Learning, Computer Vision, NLP",ITviec,
MB Trainee - AI Engineer (Fresher),MB Bank,Ha Noi,0.0,0.0,0.0,0,Entry,"AI, Tensorflow, Machine Learning, Computer Vision, NLP, Python",ITviec,
AI Software Engineer (Python/Go/C/C++ & AI Agents),MB Bank,Ha Noi,0.0,0.0,0.0,0,Entry,"Python, Fastapi, Docker, Go, AI, C++",ITviec,
Agentic Engineer (Python/Go/C/C++ Backend & AI Agents),MB Bank,Ha Noi,0.0,0.0,0.0,0,Entry,"Python, Fastapi, Go, AI, C Language, C++",ITviec,
AI Engineer (Computer Vision/NLP/LLM),MB Bank,Ha Noi,0.0,0.0,0.0,0,Entry,"AI, Tensorflow, Machine Learning, Computer Vision, NLP, Python",ITviec,
"[Junior, Senior] BackEnd Engineer (Java, Go)- Khối CNTT",MB Bank,Ha Noi,0.0,0.0,0.0,0,Entry,"Java, Mongodb, Go, Postgresql, Spring Boot, Oracle",ITviec,
"Senior Backend Developer (Java Spring Boot, BPM)",Bolt Tech,Ha Noi,0.0,0.0,0.0,0,Entry,"Java, Solution Architecture, Database, SQL, Spring",ITviec,
Tech Lead - Sales Intelligence Platform (Databricks),FPT Digital,Ha Noi,0.0,0.0,0.0,0,Entry,"Databricks, AWS, Azure, Llm, AI, Data Analysis",ITviec,
Product Owner - Sales Intelligence Platform,FPT Digital,Ha Noi,0.0,0.0,0.0,0,Entry,"Product Owner, Generative Ai, AI, Crm, Databricks, Product Management",ITviec,
Senior Fullstack Engineer (DataBricks),FPT Digital,Ha Noi,0.0,0.0,0.0,0,Entry,"Databricks, Gcp, AWS, Azure, AI, Llm",ITviec,
Principal Backend Engineer,Timo,Ho Chi Minh,0.0,0.0,0.0,0,Entry,"JavaScript, Cloud-Native Architecture, Kubernetes, Microservices, Kafka, Spring Boot",ITviec,
Senior Software Engineer in Test (SDET),Timo,Ho Chi Minh,0.0,0.0,0.0,0,Entry,"Appium, Python, Gitlab Ci, Api, Robot Framework, Playwright",ITviec,
Data Scientist - Data Division,MB Bank,Ha Noi,0.0,0.0,0.0,0,Entry,"Data Science, Matlab, Keras, Deep Learning, Machine Learning",ITviec,
Data Analyst - Data Division,MB Bank,Ha Noi,0.0,0.0,0.0,0,Entry,"Data Analysis, Power BI, Microsoft Sql Server, Oracle, SQL",ITviec,
Senior Data Security - Data Division,MB Bank,Ha Noi,0.0,0.0,0.0,0,Entry,"Security, It Governance, Governance, Risk & Compliance, Cloud Security, Information Security",ITviec,
[Young Talent] Trợ lý Kiểm toán (mảng IT/dữ liệu),MB Bank,Ha Noi,0.0,0.0,0.0,0,Entry,"It Audit, Python, Vba, SQL, Security, Data Analysis",ITviec,
Data Quality Management Specialist - Data Division,MB Bank,Ha Noi,0.0,0.0,0.0,0,Entry,"Data Privacy / Compliance, Cloud Security, Data Quality Tools, Data Science",ITviec,
Chuyên Gia Giám Sát An Toàn Thông Tin,Ngân hàng TMCP Thịnh vượng và Phát triển (PGBank),Ha Noi,0.0,0.0,0.0,0,Entry,"Cybersecurity, Siem, Devsecops, Security, Incident Response, Splunk",ITviec,
Developer Manager (Java Full Stack),Nakivo,Ho Chi Minh,0.0,0.0,0.0,0,Entry,"Spring Boot, English, Java",ITviec,
Product Manager,Nakivo,Ho Chi Minh,0.0,0.0,0.0,0,Entry,"Product Management, Product Owner, Business Analysis, English",ITviec,
"Middle/Senior Fullstack Developer (NodeJS, SQL, AI)",DEKON,Ho Chi Minh,0.0,0.0,0.0,0,Entry,"Node.js, React, AI, Blockchain, Fullstack, SQL",ITviec,
Enterprise Architect,Tổng công ty Tân Cảng Sài Gòn (Saigon NewPort Corporation),Ho Chi Minh,0.0,0.0,0.0,0,Entry,"Enterprise Architecture, Design Systems, Togaf, Solution Architecture, Microservices",ITviec,
Data Architect,Tổng công ty Tân Cảng Sài Gòn (Saigon NewPort Corporation),Ho Chi Minh,0.0,0.0,0.0,0,Entry,"Data Engineer, System Architecture, Data Modeling, Data Warehousing, Big Data, Data Analysis",ITviec,
[Ho Chi Minh] QA Engineer,ONE Tech Stop Vietnam Company Ltd,Ho Chi Minh,0.0,0.0,0.0,0,Entry,"QA QC, Scrum, Tester, Salesforce, Agile, English",ITviec,
Business Analyst (Agile/Scrum),Unity Sport JSC,Ho Chi Minh,0.0,0.0,0.0,0,Entry,"Business Analysis, Miro, Figma, Jira, Scrum, Agile",ITviec,
"Middle / Senior Fullstack Developer (Java, JavaScript)","CJ OLIVENETWORKS VINA CO., LTD",Ho Chi Minh,0.0,0.0,0.0,0,Entry,"Java, JavaScript, HTML, AWS, SQL, Oracle",ITviec,
"Senior Platform Architect – React, Next.js | Remote",Switch Supply Pty Ltd,Others - Ho Chi Minh - Ha Noi,0.0,0.0,0.0,0,Entry,"Software Architecture, Api, React, AI, DevOps, Solution Architecture, Next.js",ITviec,
Database Administrator,LG CNS Việt Nam,Ha Noi,0.0,0.0,0.0,0,Entry,"Database, AWS",ITviec,
Data Backup & Recovery Engineer (VMware & Windows),CTCP SÀN GIAO DỊCH TÀI SẢN MÃ HÓA VIỆT NAM THỊNH VƯỢNG (CAEX),Ha Noi,0.0,0.0,0.0,0,Entry,"Vmware, Networking, Information Security, Windows Server, System Admin",ITviec,
"Senior Microsoft D365 F&O Developer (X++, .NET, ERP)",ELCA,Ho Chi Minh,0.0,0.0,0.0,0,Entry,"Microsoft Dynamics 365, Erp, .NET, Database, SQL",ITviec,
"Senior QA Engineer (Tester, Japanese N2+)","ANDPAD VietNam Co., Ltd",Ho Chi Minh - Ha Noi,0.0,0.0,0.0,0,Entry,"QA QC, English, Scrum, Japanese, Tester, Agile, Testing",ITviec,
"Senior Data Engineer (Azure, dbt, Microsoft Fabric)",HUENX VIETNAM,Ho Chi Minh,0.0,0.0,0.0,0,Entry,"Data Engineer, AI, SQL, Etl, Dbt, Azure, Data Engineering",ITviec,
Data Governance (Cloud/Data Modelling/AWS/Azure/GCP),Công ty Cổ phần Chứng khoán VPBank,Ha Noi,0.0,0.0,0.0,0,Entry,"Data Modeling, Gcp, Azure, AWS, Data Quality Tools, Cloud",ITviec,
Project Manager,One Mount Group,Ha Noi,0.0,0.0,0.0,0,Entry,"Agile, Project Management, Erp, Crm",ITviec,
Senior/Expert Data Analyst (5YOE - Banking Finance),F88,Ha Noi,0.0,0.0,0.0,0,Entry,"SQL, Python, Qlikview, Tableau, Power BI, Data Analysis",ITviec,
Network Engineer (CDS) (Open For Freshers),LG CNS Việt Nam,Ha Noi,0.0,0.0,0.0,0,Entry,"Comptia Network+, System Architecture",ITviec,
Middle Data Engineer ( SQL/Data Warehousing/Python ),BSS Group,Ha Noi,0.0,0.0,0.0,0,Entry,"Data Engineer, Business Analysis, Data Modeling, Data Warehousing, Python, SQL, Data Engineering",ITviec,
[Danang] Project Leader/ Project Manager (Japanese N2+),NEC Vietnam,Da Nang,0.0,0.0,0.0,0,Entry,"Bridge Engineer, Japanese It Communication, Angular, Java, Japanese, Project Management",ITviec,
"CEO Technology Company (AI, Strategy planning)",VEANIX Ltd,Ha Noi,0.0,0.0,0.0,0,Entry,"Leadership, AI, Team Management, Product Management, Business Analysis, Strategy Planning",ITviec,
Embedded Hardware Engineer (AI Glasses),VEANIX Ltd,Ha Noi,0.0,0.0,0.0,0,Entry,"Embedded, Iot, Ble, Arm Cortex, Firmware, Hardware Design, AI",ITviec,
"Software Engineer (Node.js, AWS, Winforms)",FUJIFILM Business Innovation Việt Nam,Ho Chi Minh,0.0,0.0,0.0,0,Entry,"Aws Cloudformation, CI/CD, Cloud, AWS, Node.js, C++",ITviec,
Sales Engineer (SaaS Consultant) | Remote,Navagis Inc,Ho Chi Minh,0.0,0.0,0.0,0,Entry,"Presale, Google Cloud, English, Stakeholder Management, Api, Solution Architecture",ITviec,
Software Project Manager (Banking Project),FPT IS,Ha Noi,0.0,0.0,0.0,0,Entry,"English, Project Management",ITviec,
Senior embedded Application Engineer – RH850 Automotive,Renesas Design Vietnam,Ho Chi Minh,0.0,0.0,0.0,0,Entry,"Embedded C, C Language, C++",ITviec,
Oracle ERP Technical Specialist,ELCA,Ho Chi Minh,0.0,0.0,0.0,0,Entry,"Oracle, Cloud, SQL, Erp",ITviec,
Mid / Senior Backend Developer (NodeJS),Excel Technologies,Ho Chi Minh,0.0,0.0,0.0,0,Entry,"Node.js, AI, Microservices, SQL, React Native, JavaScript",ITviec,
"Fullstack Developer (NodeJS, ReactJS, AI Native)",Restaff – House Of Norway,Ho Chi Minh,0.0,0.0,0.0,0,Entry,"React, AI, English, Node.js",ITviec,
VIETTEL SOLUTIONS - Project Manager Upto 2000$,Viettel Group,Ha Noi,0.0,0.0,0.0,0,Entry,"Project Management, Software Architecture, Team Management, SQL, Agile, English",ITviec,
System Development Manager,Motorola Solutions,Ho Chi Minh,0.0,0.0,0.0,0,Entry,"Linux, Unix",ITviec,
"Senior Software Engineer (Android, Kotlin, Gen AI)",Ahamove,Ho Chi Minh,0.0,0.0,0.0,0,Entry,"Android, Llm, Api, AI, Mobile Apps, Kotlin",ITviec,
"Chief AI Transformation Officer-CAITO, Data Warehousing",CMC Technology & Solution,Ha Noi,0.0,0.0,0.0,0,Entry,"AI, Data Engineer, Stakeholder Management, Data Warehousing, Solution Architecture, Leadership",ITviec,
Senior System Development Engineer,Motorola Solutions,Ho Chi Minh,0.0,0.0,0.0,0,Entry,"Linux, Unix",ITviec,
System Development Engineer,Motorola Solutions,Ho Chi Minh,0.0,0.0,0.0,0,Entry,"Linux, English",ITviec,
[Da Nang] Scrum Master,ONE Tech Stop Vietnam Company Ltd,Da Nang,0.0,0.0,0.0,0,Entry,"Scrum, Leadership, Team Management, Agile, English",ITviec,
Senior DevOps Engineer (AWS/IAM/CloudFormation/English),KMS Technology,Ho Chi Minh - Da Nang,0.0,0.0,0.0,0,Entry,"Devsecops, Terraform, Cloudformation, AWS, DevOps, English",ITviec,
AI Data Engineer (Python/SQL/ETL/English),Sun Group,Ha Noi,0.0,0.0,0.0,0,Entry,"AI, SQL, Etl, English, Python, Data Engineer, Data Engineering",ITviec,
Remote Data Engineer - AI Data Platform Japan (Python),"SalesNow Co., Ltd.",Ha Noi - Da Nang - Ho Chi Minh,0.0,0.0,0.0,0,Entry,"Python, Data Engineer, AI, AWS, SQL, Json, Data Engineering",ITviec,
"Senior Java Software Engineer (≥ 6yoe, Acting Lead)",Pizza Hut Digital & Technology,Ho Chi Minh,0.0,0.0,0.0,0,Entry,"Java, Leadership, Postgresql, Spring Boot, AWS, English",ITviec,
"Senior QA/QC Engineer (Automated, Manual Tester)",PropNex,Ho Chi Minh - Others,0.0,0.0,0.0,0,Entry,"QA QC, Agile, Jira, Automation Test, Postman, Scrum, Testing",ITviec,
Kỹ Sư IT - IT Engineer,Hyosung Vietnam Corp,Đồng Nai,0.0,0.0,0.0,0,Entry,,VietnamWorks,1970-01-01
Kỹ Sư Công Nghệ Thông Tin (R_ITD2604),Công Ty Ô Tô Toyota Việt Nam,Phú Thọ,0.0,0.0,0.0,0,Entry,,VietnamWorks,2026-06-21
Head Of Product Delivery And Operations,NAB Innovation Centre Vietnam,"Hồ Chí Minh, Hà Nội",0.0,0.0,0.0,0,Entry,,VietnamWorks,2026-06-21
Sale Executive (B2B),FUJIFILM Business Innovation Vietnam,Hồ Chí Minh,0.0,0.0,0.0,0,Entry,,VietnamWorks,2026-06-21
Advertising Monetization Specialist,Athena Studio,Hồ Chí Minh,0.0,0.0,0.0,0,Entry,,VietnamWorks,2026-06-21
IT - Senior Application Analyst (Flexible Working location | Shuttle Bus Provided),Công Ty TNHH Techtronic Industries Việt Nam Manufacturing,"Hồ Chí Minh, Đồng Nai, Hồ Chí Minh",0.0,0.0,0.0,0,Entry,,VietnamWorks,2026-06-18
User Acquisition Manager (Mobile App Global) Thu Nhập Từ 25 - 40 Triệu++,Công Ty Cổ Phần Công Nghệ Eup,Hà Nội,25.0,40.0,32.5,0,Entry,,VietnamWorks,2026-06-18
Customer Service (Night Shift),Redbus VIETNAM,Hồ Chí Minh,7.5,10.5,9.0,0,Entry,,VietnamWorks,2026-06-17
Computerized Systems & Data Integrity Junior Specialist,Công Ty Cổ Phần Dược Phẩm Đạt Vi Phú ( DAVIPHARM )-Adamed,Hồ Chí Minh,0.0,0.0,0.0,0,Entry,,VietnamWorks,2026-06-16
IT Manager,Công Ty Luật Frasers,Hồ Chí Minh,0.0,0.0,0.0,0,Entry,,VietnamWorks,2026-06-16
Nhân Viên Lập Trình (IT Development),"Hamaden VIETNAM CO., LTD","Hải Dương, Hà Nội, Hưng Yên",0.0,0.0,0.0,0,Entry,,VietnamWorks,2026-06-20
General Accounting Executive,"TDI APJ VIETNAM CO., LTD.",Hồ Chí Minh,0.0,0.0,0.0,0,Entry,,VietnamWorks,2026-06-19
Merchant Sales Representative Bluebirds Pay (Elite Team),BLUEBIRDS PAY LLC,"Hồ Chí Minh, Đà Nẵng",8.0,25.0,16.5,0,Entry,,VietnamWorks,2026-06-19
Debug Supervisor,Công Ty TNHH Ajax Systems Việt Nam,"Hưng Yên, Hải Dương, Hà Nội",0.0,0.0,0.0,0,Entry,,VietnamWorks,2026-06-18
IT – Assistant Application Manager (Flexible Working location | Shuttle Bus Provided),Công Ty TNHH Techtronic Industries Việt Nam Manufacturing,"Hồ Chí Minh, Đồng Nai, Hồ Chí Minh",0.0,0.0,0.0,0,Entry,,VietnamWorks,2026-06-18
Customer Success Hubspot Tại Hà Nội Upto $1000,Công Ty Cổ Phần GAPIT,Hà Nội,0.0,0.0,0.0,0,Entry,,VietnamWorks,1970-01-01
AI Engineer (Middle Level) (Thu Nhập 20-30 Triệu),K&M Holdings,Hà Nội,20.0,30.0,25.0,0,Entry,AI,VietnamWorks,1970-01-01
Technical Lead (Kotlin/ Java/ Spring Ecosystem) Upto $2000,CÔNG TY TNHH DỊCH VỤ CÔNG NGHỆ NANO TECHNOLOGIES VIỆT NAM,Hà Nội,37.5,50.0,43.8,0,Entry,"Java, Spring, Kotlin",VietnamWorks,1970-01-01
Backend Engineer (Middle+) (Thu Nhập 20-30 Triệu),K&M Holdings,Hà Nội,20.0,30.0,25.0,0,Entry,,VietnamWorks,1970-01-01
Quản Lý Phát Triển Sản Phẩm (Product Manager),Công Ty TNHH Viettel - CHT (Viettel Idc),Hà Nội,0.0,0.0,0.0,0,Entry,,VietnamWorks,1970-01-01
Chuyên Viên Quản Trị Cơ Sở Dữ Liệu DBA,Tổng Công Ty Bưu Điện Việt Nam - VIETNAMPOST,Hà Nội,30.0,50.0,40.0,0,Entry,,VietnamWorks,2026-06-20
SAP System Developing Staff,"Asahi Intecc Hanoi Co., Ltd.",Hà Nội,0.0,0.0,0.0,0,Entry,,VietnamWorks,2026-06-20
IT Infrastructure Engineer (Security Support),Công Ty TNHH Chứng Khoán Jb Việt Nam,Hà Nội,0.0,0.0,0.0,0,Entry,,VietnamWorks,2026-06-20
[HN] Chuyên Viên Tư Vấn Giải Pháp Chuyển Đổi Số Cho Chính Phủ,Công Ty TNHH Tổng Công Ty Công Nghệ & Giải Pháp CMC (CMC TS),Hà Nội,0.0,0.0,0.0,0,Entry,,VietnamWorks,2026-06-20
"Chuyên Viên Digital Marketing (Facebook Ads, Google Ads)",MISA Jointstock Company,Hà Nội,15.0,30.0,22.5,0,Entry,,VietnamWorks,2026-06-20
Chuyên Viên Phát Triển Phần Mềm 1C,Công Ty Cổ Phần Tập Đoàn TH,Hà Nội,0.0,0.0,0.0,0,Entry,,CareerViet,
Sale Kỹ thuật (Nghỉ T7 CN),Công ty Cổ phần Zodiac Clarity,Hà Nội,0.0,0.0,0.0,0,Entry,,CareerViet,
IT Executive (Microsoft 365),Công ty Easia Travel,Hà Nội,0.0,0.0,0.0,0,Entry,,CareerViet,
Cloud Engineer,TDCX Malaysia (Teledirect Telecommerce Sdn Bhd),Kuala Lumpur,0.0,0.0,0.0,0,Entry,,CareerViet,
Kỹ Sư Lập Trình PLC,CÔNG TY TNHH CRAZIGOODS,Bắc Ninh,0.0,0.0,0.0,0,Entry,,CareerViet,
Chuyên Viên Quản Lý Hồ Sơ Thầu,AI Education,Hồ Chí Minh,0.0,0.0,0.0,0,Entry,,CareerViet,
Senior Data Engineer,Ngân Hàng TMCP Quốc Dân (NCB),Hà Nội,0.0,0.0,0.0,0,Entry,Data Engineering,CareerViet,
Technology Risk Management Senior Expert,NGÂN HÀNG TMCP KỸ THƯƠNG VIỆT NAM (TECHCOMBANK),Hà Nội,0.0,0.0,0.0,0,Entry,,CareerViet,
Nhân Viên Thầu,Công Ty Cổ phần Hệ thống Công Nghệ Hoàng Hải,Hồ Chí Minh,0.0,0.0,0.0,0,Entry,,CareerViet,
Chuyên viên cao cấp/Chuyên gia Scrum Master - SI - MSB - 3I134,Ngân hàng Thương mại Cổ phần Hàng Hải Việt Nam (MSB),Hà Nội,0.0,0.0,0.0,0,Entry,Scrum,CareerViet,
[HỘI SỞ]Chuyên viên/CVC/CV Cao cấp Phát triển sản phẩm (Cash Loan/BNPL),Ngân Hàng TMCP Tiên Phong (TPBank),Hà Nội,0.0,0.0,0.0,0,Entry,,CareerViet,
MLOps Engineer - Kỹ Sư Vận Hành Và Tích Hợp Mô Hình AI,CÔNG TY CỔ PHẦN DƯỢC PHẨM FPT LONG CHÂU,Hồ Chí Minh,0.0,0.0,0.0,0,Entry,AI,CareerViet,
Chuyên viên Phân tích Nghiệp vụ (Bảo hiểm),Phu Hung Assurance Corporation,Hồ Chí Minh,0.0,0.0,0.0,0,Entry,,CareerViet,
R&D - ATS Software Development Engineer,CÔNG TY TNHH CÔNG NGHIỆP MINDA VIỆT NAM - CHI NHÁNH TẠI THÀNH PHỐ HỒ CHÍ MINH,Hồ Chí Minh,0.0,0.0,0.0,0,Entry,,CareerViet,
Sales Manager (Giải Pháp CNTT/Hạ tầng Viễn thông) (B2B),CÔNG TY CP CÔNG NGHỆ QI,Hồ Chí Minh,0.0,0.0,0.0,0,Entry,,CareerViet,
"Chuyên viên Chính sách an ninh thông tin (chuyên về Chính sách, tuân thủ)",NGÂN HÀNG TMCP NGOẠI THƯƠNG VIỆT NAM (VIETCOMBANK),Hà Nội,0.0,0.0,0.0,0,Entry,,CareerViet,
Lập trình viên FullStack (.NET Core + Angular),BV DA LIỄU TW,Hà Nội,0.0,0.0,0.0,0,Entry,"Angular, .NET",CareerViet,
IT Engineer - Identity & Access Management (Global Support) | Automotive Supplier Industry,Summit Polymers Vietnam Co Ltd.,Hồ Chí Minh,0.0,0.0,0.0,0,Entry,,CareerViet,
Lead Engineer (Go / React / Flutter / Cloud),Công ty TNHH Cadena Việt Nam,Hồ Chí Minh,0.0,0.0,0.0,0,Entry,"React, Flutter",CareerViet,
"(QA, UI/UX, TESTER) CHUYÊN VIÊN ĐÁNH GIÁ TRẢI NGHIỆM KHÁCH HÀNG [LÀM VIỆC TẠI KEANG NAM]",CÔNG TY CỔ PHẦN TRUYỀN THÔNG KIM CƯƠNG,Hà Nội,0.0,0.0,0.0,0,Entry,"Testing, UI/UX",CareerViet,
Chuyên viên phát triển sản phẩm,Công ty TNHH PNK,Hà Nội,0.0,0.0,0.0,0,Entry,,CareerViet,
Business Development Specialist,Company Central Pte. Ltd.,Hồ Chí Minh,0.0,0.0,0.0,0,Entry,,CareerViet,
Sinh viên tài năng Khối Quản lý rủi ro,NGÂN HÀNG TMCP NGOẠI THƯƠNG VIỆT NAM (VIETCOMBANK),Hà Nội,0.0,0.0,0.0,0,Entry,,CareerViet,
"Sinh viên tài năng Khối Công nghệ thông tin, Dữ liệu",NGÂN HÀNG TMCP NGOẠI THƯƠNG VIỆT NAM (VIETCOMBANK),Hà Nội,0.0,0.0,0.0,0,Entry,,CareerViet,
[URGENT] Site Solution Engineer,CÔNG TY TNHH CÔNG NGHỆ HUAWEI VIỆT NAM,Hà Nội,0.0,0.0,0.0,0,Entry,,CareerViet,
Android Developer,Wayfu Studio,Hà Nội,0.0,0.0,0.0,0,Entry,,CareerViet,
Senior Data Engineer - TNTech - 3K040,Tập đoàn ROX (ROX Group),Hà Nội,0.0,0.0,0.0,0,Entry,Data Engineering,CareerViet,
Chuyên viên Kiểm định mô hình rủi ro tín dụng,NGÂN HÀNG TMCP NGOẠI THƯƠNG VIỆT NAM (VIETCOMBANK),Hà Nội,0.0,0.0,0.0,0,Entry,,CareerViet,
Chuyên viên Đổi mới sáng tạo,NGÂN HÀNG TMCP NGOẠI THƯƠNG VIỆT NAM (VIETCOMBANK),Hà Nội,0.0,0.0,0.0,0,Entry,,CareerViet,
